url,listing_type,name,price,category,bedrooms,bathrooms,floor_area,location,condition,amenities,region,locality,parking_space,is_furnished,lat,lng
https://tonaton.com/a-MfYFNdCgfsxQSwZ4eKLYe5Brb06AlvMd-1bdrm-apartment-in-lakeside-community-8-ashaley-botwe-for-rent.html,rentals,"1bdrm Apartment in Lakeside Community 8, Ashaley Botwe for rent",1500,Flats,1.0,1.0,18.0,"Greater Accra, Ashaley Botwe",New,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter",Greater Accra,Ashaley Botwe,False,Unfurnished,5.6802129,-0.1372479
https://tonaton.com/a-MfYFNdCgDBuK2yR2TCELXgP5AKYktfM1-1bdrm-apartment-in-tseaddo-airport-residential-area-for-rent.html,rentals,"1bdrm Apartment in Tseaddo, Airport Residential Area for Rent",1000,Flats,1.0,1.0,111.0,"Greater Accra, Airport Residential Area",Used,"Tiled Floor,Kitchen Cabinets,24-hour Electricity,Kitchen Shelf",Greater Accra,Airport Residential Area,False,Unfurnished,5.606104699999999,-0.1860362
https://tonaton.com/a-MfYFNdCgIjLNnKhziJribiUhVmd8Juba-3bdrm-apartment-in-m-e-e-estate-agency-east-legon-for-rent.html,rentals,"3bdrm Apartment in M.E.E Estate Agency, East Legon for rent",3500,Flats,3.0,2.0,55.0,"Greater Accra, East Legon",Used,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,East Legon,False,Unfurnished,5.6358281,-0.1613592
https://tonaton.com/a-MfYFNdCgBiYinPRNtd7IxV1ak4pi2ATi-1bdrm-room-parlour-in-adenta-com-research-for-rent.html,rentals,1bdrm Room & Parlour in Adenta Com Research for rent,1200,Flats,1.0,1.0,269.0,"Greater Accra, Adenta",Used,"24-hour Electricity,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Adenta,False,Unfurnished,5.7141674,-0.15418
https://tonaton.com/a-MfYFNdCgHP0iaWxUr22AShCoOjkV5tX1-1bdrm-apartment-in-agent-darko-achimota-for-rent.html,rentals,"1bdrm Apartment in Agent Darko, Achimota for rent",1800,Flats,1.0,1.0,80.0,"Greater Accra, Achimota",New,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Achimota,False,Unfurnished,5.612781,-0.234345
https://tonaton.com/a-MfYFNdCgvoET7Z4KCR9vbmRCgL9sLg9n-4bdrm-house-in-seekers-realty-nyaniba-estate-for-rent.html,rentals,"4bdrm House in Seekers Realty, Nyaniba Estate for Rent",20800,Detached,4.0,5.0,1200.0,"Greater Accra, Osu, Nyaniba Estate",Used,"Balcony,Refrigerator,Chandelier,Hot Water,Kitchen Shelf,Microwave,Tiled Floor,24-hour Electricity,Dishwasher,Kitchen Cabinets,Pre-Paid Meter,Pop Ceiling,Dining Area",Greater Accra,Osu,False,Unfurnished,5.5609644,-0.1729837
https://tonaton.com/a-MfYFNdCgZ9wYGDsGmddB56qura0avqJZ-2bdrm-apartment-in-atasamanso-kumasi-metropolitan-for-rent.html,rentals,"2bdrm Apartment in Atasamanso, Kumasi Metropolitan for rent",2000,Flats,2.0,3.0,80.0,"Ashanti, Kumasi Metropolitan",New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Ashanti,Kumasi Metropolitan,False,Semi-Furnished,6.6932173,-1.627507
https://tonaton.com/a-MfYFNdCh2AgqRDxFVJ9vYjBtuKuBEdW5-4bdrm-house-in-tseaddo-for-rent.html,rentals,4bdrm House in Tseaddo for rent,24700,Detached,4.0,5.0,500.0,"Greater Accra, Teshie, Tseaddo",New,"Balcony,Chandelier,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Teshie,False,Unfurnished,5.5862504,-0.1394584
https://tonaton.com/a-MfYFNdCgw8aGqyGwNqHgAFtKmXP7HE4z-4bdrm-townhouse-terrace-in-tseaddo-accra-metropolitan-for-rent.html,rentals,"4bdrm Townhouse / Terrace in Tseaddo, Accra Metropolitan for rent",22500,Townhouse,4.0,5.0,900.0,"Greater Accra, Accra Metropolitan",New,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,Accra Metropolitan,False,Unfurnished,5.5459415,-0.2103988
https://tonaton.com/a-MfYFNdCglHPgvknDnp8KSvsSccfYcDFk-1bdrm-room-parlour-in-survivorestates-old-barrier-for-rent.html,rentals,"1bdrm Room & Parlour in Survivorestates, Old Barrier for rent",900,Flats,1.0,1.0,13.0,"Greater Accra, Weija, Old Barrier / Weija",Used,"Apartment,Kitchen Cabinets,Kitchen Shelf,Tiled Floor,Wardrobe",Greater Accra,Weija,False,Unfurnished,5.5513273,-0.3298248
https://tonaton.com/a-MfYFNdCgfT6z2AvjwQwdoLAk7iALfyrs-furnished-2bdrm-apartment-in-adjiriganor-for-rent.html,rentals,Furnished 2bdrm Apartment in Adjiriganor for Rent,9000,Flats,2.0,2.0,150.0,"Greater Accra, Adjiriganor",New,"24-hour Electricity,Air Conditioning,Chandelier,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",Greater Accra,Adjiriganor,False,Furnished,5.6510376,-0.1354586
https://tonaton.com/a-MfYFNdCgl5g3CM6sxua8rhGtn5xRbheC-2bdrm-apartment-in-beverly-hills-lapaz-for-rent.html,rentals,"2bdrm Apartment in Beverly Hills, Lapaz for rent",2500,Flats,2.0,2.0,1253.0,"Greater Accra, Lapaz",New,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Lapaz,False,Unfurnished,5.609507499999999,-0.2507539
https://tonaton.com/a-MfYFNdCge3VU0lCpdSFuguZ824uqXDml-2bdrm-duplex-in-de-icons-real-ga-south-municipal-for-rent.html,rentals,"2bdrm Duplex in De- Icons Real, Ga South Municipal for rent",2000,Duplex,2.0,3.0,200.0,"Greater Accra, Ga South Municipal",New,"Apartment,Hot Water,Kitchen Cabinets,Air Conditioning,Balcony,Kitchen Shelf,Dining Area,Dishwasher,Chandelier,Pre-Paid Meter,24-hour Electricity,Tiled Floor,Pop Ceiling",Greater Accra,Ga South Municipal,False,Unfurnished,5.666671,-0.4313729
https://tonaton.com/a-MfYFNdCgiZTZxmX5PIY3nRoasBRrjTBE-3bdrm-apartment-in-cantonments-for-rent.html,rentals,3bdrm Apartment in Cantonments for rent,48000,Flats,3.0,3.0,250.0,"Greater Accra, Cantonments",Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",Greater Accra,Cantonments,False,Unfurnished,5.5767652,-0.1784836
https://tonaton.com/a-MfYFNdCgCMoCcZ7GpwNdNl0Lvj1xXfN5-furnished-1bdrm-room-parlour-in-agbogba-for-rent.html,rentals,Furnished 1bdrm Room & Parlour in Agbogba for rent,12000,Flats,1.0,1.0,100.0,"Greater Accra, Agbogba",Used,"24-hour Electricity,Apartment,Tiled Floor,Pre-Paid Meter",Greater Accra,Agbogba,False,Furnished,5.6944159,-0.2021951
https://tonaton.com/a-MfYFNdCgwQl0ERSJu4ZryL9LWwzHzMIw-furnished-1bdrm-apartment-in-osu-oxford-street-for-rent.html,rentals,"Furnished 1bdrm Apartment in Osu, Oxford Street for rent",28000,Flats,1.0,2.0,123.0,"Greater Accra, Osu, Oxford Street",New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",Greater Accra,Osu,False,Furnished,5.5572854,-0.1824488
https://tonaton.com/a-MfYFNdCgzzxI8wMfcGZtm6uhmdianrzj-3bdrm-house-in-adjiriganor-school-junction-for-rent.html,rentals,"3bdrm House in Adjiriganor, School Junction for rent",8000,Detached,3.0,3.0,100.0,"Greater Accra, Ashaley Botwe, Ashaley Botwe School Junction",Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Tiled Floor,Wardrobe",Greater Accra,Ashaley Botwe,False,Semi-Furnished,5.6772176,-0.1251477
https://tonaton.com/a-MfYFNdCgzJXMLSseVsYCSDngxERm2m6s-furnished-2bdrm-apartment-in-kofis-realty-manet-junction-for-rent.html,rentals,"Furnished 2bdrm Apartment in Kofi'S Realty, Manet Junction for rent",19200,Flats,2.0,2.0,258.0,"Greater Accra, Spintex, Manet Junction",Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",Greater Accra,Spintex,False,Furnished,5.6385083,-0.1250963
https://tonaton.com/a-MfYFNdCgYlqwttMnBVa6qDZkSUtFpPjR-2bdrm-apartment-in-first-junction-teshie-for-rent.html,rentals,"2bdrm Apartment in First Junction, Teshie for rent",2500,Flats,2.0,2.0,16.0,"Greater Accra, Teshie",Used,"Air Conditioning,Apartment,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter",Greater Accra,Teshie,False,Unfurnished,5.5831665,-0.1046082
https://tonaton.com/a-MfYFNdCgmd5PUxWxs1UwsKsCuBIbWNlC-furnished-3bdrm-house-in-east-legon-for-rent.html,rentals,Furnished 3bdrm House in East Legon for rent,28800,Detached,3.0,3.0,4082.0,"Greater Accra, East Legon",Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",Greater Accra,East Legon,False,Furnished,5.6358281,-0.1613592
https://tonaton.com/a-MfYFNdCgOUQaDEIX2w3xbSNnZBMmexbx-5bdrm-mansion-in-west-trasacco-east-legon-for-rent.html,rentals,"5bdrm Mansion in West Trasacco, East Legon for rent",24000,Mansion,5.0,5.0,1500.0,"Greater Accra, East Legon",New,"Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,East Legon,False,Unfurnished,5.6358281,-0.1613592
https://tonaton.com/a-MfYFNdCgAvs06L5uldZkBr0Q2qtwbNWX-3bdrm-house-in-ashomang-estate-for-rent.html,rentals,3bdrm House in Ashomang Estate for Rent,6000,Detached,3.0,4.0,150.0,"Greater Accra, Ashomang Estate",New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,Ashomang Estate,False,Semi-Furnished,5.6887241,-0.2270226
https://tonaton.com/a-MfYFNdCghQpAVcMO9wOsJIhL8nxqS4XK-3bdrm-townhouse-terrace-in-east-legon-for-rent.html,rentals,3bdrm Townhouse / Terrace in East Legon for rent,15600,Townhouse,3.0,3.0,371.0,"Greater Accra, East Legon",New,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,East Legon,False,Unfurnished,5.6358281,-0.1613592
https://tonaton.com/a-MfYFNdCgpBUL7YrTDec2wyBDqQaai6UO-furnished-1bdrm-apartment-in-kumasi-metropolitan-for-rent.html,rentals,Furnished 1bdrm Apartment in Kumasi Metropolitan for Rent,2800,Flats,1.0,1.0,400.0,"Ashanti, Kumasi Metropolitan",New,"24-hour Electricity,Pop Ceiling,Pre-Paid Meter,Apartment,Balcony,Tiled Floor",Ashanti,Kumasi Metropolitan,False,Furnished,6.6932173,-1.627507
https://tonaton.com/a-MfYFNdCgfoU7qTgmg97pRcRVLtyXGH15-5bdrm-duplex-in-pleasant-properties-accra-metropolitan-for-rent.html,rentals,"5bdrm Duplex in Pleasant Properties, Accra Metropolitan for rent",20000,Duplex,5.0,6.0,200.0,"Greater Accra, Accra Metropolitan",New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,Accra Metropolitan,False,Semi-Furnished,5.5459415,-0.2103988
https://tonaton.com/a-MfYFNdCgJGV9XNPa5rwJk7i71r4Fwplp-1bdrm-apartment-in-kwabenya-ashomang-estate-for-rent.html,rentals,"1bdrm Apartment in Kwabenya, Ashomang Estate for rent",1000,Flats,1.0,1.0,120.0,"Greater Accra, Ashomang Estate",Used,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Ashomang Estate,False,Semi-Furnished,5.6887241,-0.2270226
https://tonaton.com/a-MfYFNdCgp6DsoGdSaeSa51ewljElpk7D-1bdrm-apartment-in-baatsona-spintex-for-rent.html,rentals,"1bdrm Apartment in Baatsona, Spintex for rent",2000,Flats,1.0,1.0,900.0,"Greater Accra, Spintex",New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Spintex,False,Semi-Furnished,5.6376136,-0.1266064
https://tonaton.com/a-MfYFNdCgvmbFTQcGwwzMW6lLvzajiSmo-furnished-1bdrm-apartment-in-items-propatys-school-junction-for-rent.html,rentals,"Furnished 1bdrm Apartment in Items Propatys, School Junction for rent",4550,Flats,1.0,1.0,25.0,"Greater Accra, Ashaley Botwe, Ashaley Botwe School Junction",New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",Greater Accra,Ashaley Botwe,False,Furnished,5.6772176,-0.1251477
https://tonaton.com/a-MfYFNdCgUnTsYfbMT8ettBo2YW03JRNs-3bdrm-apartment-in-charclem-ventures-east-legon-for-rent.html,rentals,"3bdrm Apartment in Charclem Ventures, East Legon for rent",3700,Flats,3.0,2.0,145.0,"Greater Accra, East Legon",New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,East Legon,False,Semi-Furnished,5.6358281,-0.1613592
https://tonaton.com/a-MfYFNdCgVnx1KXQs86jSdqckOKkmUuOI-2bdrm-apartment-in-dzorwulu-for-rent.html,rentals,2bdrm Apartment in Dzorwulu for rent,5000,Flats,2.0,2.0,800.0,"Greater Accra, Dzorwulu",Used,"24-hour Electricity,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Dzorwulu,False,Unfurnished,5.6141232,-0.1956471
https://tonaton.com/a-MfYFNdCgSYV3ttHQFurqQ9k1rEhHSB2N-1bdrm-apartment-in-legacy-solid-real-tseaddo-for-rent.html,rentals,"1bdrm Apartment in Legacy Solid Real, Tseaddo for rent",1200,Flats,1.0,1.0,15.0,"Greater Accra, Teshie, Tseaddo",New,"Dishwasher,Kitchen Cabinets,Pop Ceiling,Apartment,24-hour Electricity,Pre-Paid Meter,Tiled Floor",Greater Accra,Teshie,False,Unfurnished,5.5862504,-0.1394584
https://tonaton.com/a-MfYFNdCgFYixXafSvHHEhfeQmpfRJjA8-2bdrm-apartment-in-agbogba-for-rent.html,rentals,2bdrm Apartment in Agbogba for rent,2000,Flats,2.0,2.0,400.0,"Greater Accra, Agbogba",Used,"24-hour Electricity,Kitchen Shelf,Pre-Paid Meter,Tiled Floor",Greater Accra,Agbogba,False,Unfurnished,5.6944159,-0.2021951
https://tonaton.com/a-MfYFNdCgUcMr3vhd6MPy3kGfKLV3PlOn-3bdrm-duplex-in-ashaley-botwe-for-rent.html,rentals,3bdrm Duplex in Ashaley Botwe for rent,10000,Duplex,3.0,4.0,612.0,"Greater Accra, Ashaley Botwe",New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,Ashaley Botwe,False,Unfurnished,5.6802129,-0.1372479
https://tonaton.com/a-MfYFNdCgeNWEsRS9lNGvh3bUozGQNYLc-2bdrm-apartment-in-elaffhomesgh-east-legon-for-rent.html,rentals,"2bdrm Apartment in Elaffhomesgh, East Legon for rent",7000,Flats,2.0,2.0,90.0,"Greater Accra, East Legon",New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",Greater Accra,East Legon,False,Semi-Furnished,5.6358281,-0.1613592
https://tonaton.com/a-MfYFNdCgLDKxRil7AbGT4hHllcL1YzSk-2bdrm-apartment-in-lakeside-estate-ashaley-botwe-for-rent.html,rentals,"2bdrm Apartment in Lakeside Estate, Ashaley Botwe for rent",2000,Flats,2.0,2.0,753.0,"Greater Accra, Ashaley Botwe",New,"24-hour Electricity,Apartment,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Kitchen Cabinets,Kitchen Shelf",Greater Accra,Ashaley Botwe,False,Unfurnished,5.6802129,-0.1372479
https://tonaton.com/a-MfYFNdCgJLJv23p3iQEywMb64hgjM72S-2bdrm-apartment-in-kasoa-ofanko-awutu-senya-east-municipal-for-rent.html,rentals,"2bdrm Apartment in Kasoa Ofanko, Awutu Senya East Municipal for rent",1200,Flats,2.0,2.0,100.0,"Central Region, Awutu Senya East Municipal",New,"24-hour Electricity,Apartment,Balcony,Dishwasher,Kitchen Cabinets,Pop Ceiling,Kitchen Shelf,Pre-Paid Meter,Tiled Floor",Central Region,Awutu Senya East Municipal,False,Unfurnished,5.5510647,-0.4408037
https://tonaton.com/a-MfYFNdCgdN7oSiYX0nlTQvpG3lQNJ6TE-2bdrm-house-in-new-town-for-rent.html,rentals,2bdrm House in New Town for Rent,800,Detached,2.0,2.0,15.0,"Greater Accra, Teshie, Teshie New Town",New,"24-hour Electricity,Dishwasher",Greater Accra,Teshie,False,Semi-Furnished,5.5831665,-0.1046082
https://tonaton.com/a-MfYFNdCgwExyOMILhnOsYsNwwiFMHXpn-1bdrm-apartment-in-tempo-estate-spintex-for-rent.html,rentals,"1bdrm Apartment in Tempo Estate, Spintex for rent",900,Flats,1.0,1.0,4999.0,"Greater Accra, Spintex",New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dishwasher,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Spintex,False,Unfurnished,5.6376136,-0.1266064
https://tonaton.com/a-MfYFNdCgfGSCfOqGE34faoLof6oGSDsn-2bdrm-apartment-in-charclem-ventures-east-legon-for-rent.html,rentals,"2bdrm Apartment in Charclem Ventures, East Legon for rent",7145,Flats,2.0,3.0,145.0,"Greater Accra, East Legon",Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,East Legon,False,Semi-Furnished,5.6358281,-0.1613592
https://tonaton.com/a-MfYFNdCgzoDGofeXt9gU92rfJeYWuJmw-furnished-2bdrm-house-in-atomic-down-dome-for-rent.html,rentals,"Furnished 2bdrm House in Atomic Down, Dome for rent",8000,Detached,2.0,2.0,600.0,"Greater Accra, Dome",Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",Greater Accra,Dome,False,Furnished,5.6562651,-0.2338473
https://tonaton.com/a-MfYFNdCgLkhStRkAafceFCSYWmCq0qQJ-1bdrm-house-in-legacy-consult-ledzokuku-krowor-for-rent.html,rentals,"1bdrm House in Legacy Consult, Ledzokuku-Krowor for rent",550,Detached,1.0,1.0,17.0,"Greater Accra, Ledzokuku-Krowor",Renovated,"Tiled Floor,Dishwasher,24-hour Electricity,Apartment,Pre-Paid Meter",Greater Accra,Ledzokuku-Krowor,False,Unfurnished,5.8142836,0.0746767
https://tonaton.com/a-MfYFNdCh3eqqidcKYbUz79Rxg3JEW7En-3bdrm-bungalow-in-dawhenya-opposite-tema-metropolitan-for-rent.html,rentals,"3bdrm Bungalow in Dawhenya Opposite, Tema Metropolitan for rent",3500,Detached,3.0,3.0,120.0,"Greater Accra, Tema Metropolitan",Used,"24-hour Electricity,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Tema Metropolitan,False,Unfurnished,5.6563118,-0.009326599999999999
https://tonaton.com/a-MfYFNdCh1ixxEqiaQWq26t4QGPf6Jfs6-1bdrm-apartment-in-boi-abokobi-for-rent.html,rentals,"1bdrm Apartment in Boi, Abokobi for rent",700,Flats,1.0,1.0,150.0,"Greater Accra, Abokobi",New,"24-hour Electricity,Apartment,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Abokobi,False,Semi-Furnished,5.8142836,0.0746767
https://tonaton.com/a-MfYFNdCgjeQOoksbzAdk6aJrlCg5w4jv-2bdrm-apartment-in-ofankor-barrier-for-rent.html,rentals,2bdrm Apartment in Ofankor Barrier for rent,2000,Flats,2.0,2.0,12.0,"Greater Accra, Ofankor",Used,Apartment,Greater Accra,Ofankor,False,Unfurnished,5.6634097,-0.2653998
https://tonaton.com/a-MfYFNdCgsj4OmigDZy9W4kdo0iubms7c-2bdrm-apartment-in-north-legon-for-rent.html,rentals,2bdrm Apartment in North Legon for rent,4500,Flats,2.0,2.0,500.0,"Greater Accra, North Legon",New,"24-hour Electricity,Air Conditioning,Apartment,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,North Legon,False,Semi-Furnished,5.6825806,-0.1916501
https://tonaton.com/a-MfYFNdCgxlux1GQhfEOX0Tog2TASyljU-4bdrm-house-in-east-legon-for-rent.html,rentals,4bdrm House in East Legon for Rent,24204,Detached,4.0,5.0,145.0,"Greater Accra, East Legon",New,"24-hour Electricity,Air Conditioning,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,East Legon,False,Semi-Furnished,5.6358281,-0.1613592
https://tonaton.com/a-MfYFNdCgUanriarqZpG8ItAP5C04uyQV-3bdrm-apartment-in-airport-residential-for-rent.html,rentals,3bdrm Apartment in Airport Residential for rent,31593,Flats,3.0,3.0,3000.0,"Greater Accra, Airport Residential Area",Used,Air Conditioning,Greater Accra,Airport Residential Area,False,Unfurnished,5.606104699999999,-0.1860362
https://tonaton.com/a-MfYFNdCgV0NcenuS4GFonnOMIwbkgMku-2bdrm-shared-apartment-in-k-g-franco-spintex-for-rent.html,rentals,"2bdrm Shared Apartment in K.G Franco, Spintex for rent",2000,Flats,2.0,2.0,50.0,"Greater Accra, Spintex",Used,"Apartment,Kitchen Cabinets,Tiled Floor",Greater Accra,Spintex,False,Unfurnished,5.6376136,-0.1266064
https://tonaton.com/a-MfYFNdCgRVqJRCFPj6ORLghUWsXyYRPC-1bdrm-apartment-in-christian-village-for-rent.html,rentals,1bdrm Apartment in Christian Village for rent,1600,Flats,1.0,1.0,100.0,"Greater Accra, West Legon, Christian Village",Used,"24-hour Electricity,Apartment,Pre-Paid Meter,Tiled Floor",Greater Accra,West Legon,False,Semi-Furnished,5.634630899999999,-0.2214085
https://tonaton.com/a-MfYFNdCgxd2J2SQxh3qH43A9Xa1IeVwI-1bdrm-room-parlour-in-tseaddo-accra-metropolitan-for-rent.html,rentals,"1bdrm Room & Parlour in Tseaddo, Accra Metropolitan for rent",4000,Flats,1.0,1.0,20.0,"Greater Accra, Accra Metropolitan",New,"24-hour Electricity,Air Conditioning,Microwave,Pop Ceiling,Refrigerator,Tiled Floor,Wardrobe",Greater Accra,Accra Metropolitan,False,Unfurnished,5.5459415,-0.2103988
https://tonaton.com/a-MfYFNdCgcu6RiADRQwbuKQOf1aqpwIGz-1bdrm-apartment-in-chamber-and-hall-pillar-2-for-rent.html,rentals,"1bdrm Apartment in Chamber And Hall, Pillar 2 for rent",1300,Flats,1.0,1.0,800.0,"Greater Accra, Dome, Pillar 2",Used,"24-hour Electricity,Apartment,Dining Area,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Dome,False,Unfurnished,5.6529542,-0.2170221
https://tonaton.com/a-MfYFNdCgNBSKR6wwzgDw0TfDXXcDCrIU-furnished-2bdrm-apartment-in-charclem-ventures-cantonments-for-rent.html,rentals,"Furnished 2bdrm Apartment in Charclem Ventures, Cantonments for Rent",22129,Flats,2.0,3.0,145.0,"Greater Accra, Cantonments",Used,"24-hour Electricity,Air Conditioning,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Balcony,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Refrigerator,TV,Wi-Fi,Dishwasher",Greater Accra,Cantonments,False,Furnished,5.5767652,-0.1784836
https://tonaton.com/a-MfYFNdCgw51x5yelBMWQcvumGcchskEj-6bdrm-house-in-lincoln-school-area-for-rent.html,rentals,6bdrm House in Lincoln School Area for rent,24000,Detached,6.0,6.0,450.0,"Greater Accra, Abelemkpe, Lincoln School Area",Used,"24-hour Electricity,Air Conditioning,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,Abelemkpe,False,Unfurnished,5.609825499999999,-0.2138846
https://tonaton.com/a-MfYFNdCgu46GC5wVBZ8a5lZXi2aCT21h-3bdrm-house-in-assemblies-adenta-for-rent.html,rentals,3bdrm House in Assemblies Adenta for rent,8000,Detached,3.0,3.0,500.0,"Greater Accra, Adenta",New,"Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,Adenta,False,Unfurnished,5.7141674,-0.15418
